dt_referencia;no_indice;nu_indice;var_diaria_perc;var_mensal_perc;var_anual_perc;var_ult_12_meses_perc;var_ult_24_meses_perc;peso_perc;duration_du;carteira_mercado_reais_mil;nu_operacoes;qt_negociada_1000_tit;vr_negociado_reais_mil;pmr;convexidade;yield;redemption_yield
2017-08-24;IRF-M 1+;11.448,871271000000;0,2204;0,6407;12,6926;19,4445;44,8808;27,07;744.0;891.791.767;187;7.520,42;6.235.534,16;1.141;13,0349;8,8924;9,2659
2017-08-25;IRF-M 1+;11.454,347689000000;0,0478;0,6888;12,7465;19,4646;45,0019;27,07;743.0;892.218.343;254.0;6.937,16;5.921.308,20;1.139;13,0017;8,8756;9,2608
2017-08-25;IMA-GERAL;4.659,239610000000;0,0302;0,7786;9,8943;14,6930;37,3412;100,00;838.0;3.295.874.003;1.361;15.856,67;25.720.746,45;1.454;41,7031;--;--
2017-08-25;IRF-M 1;9.558,718574000000;0,0474;0,7490;8,1656;13,2055;30,0240;9,37;112.0;308.668.382;75.0;4.903,49;4.780.422,25;168.0;0,6154;7,9214;7,7254
2017-08-25;IMA-S;4.036,070882000000;0,0348;0,6650;7,3814;12,2639;28,0328;32,01;1.0;1.054.904.275;276.0;365,84;3.309.469,34;1.0;0,0000;--;--
2017-08-25;IMA-B 5+;6.284,035362000000;-0,0444;1,0410;11,5776;15,6167;50,5994;16,55;2.952;545.361.490;266.0;605,78;1.977.215,11;5.558;209,8078;5,1472;5,2053
2017-08-25;IMA-B;5.395,394374000000;-0,0058;0,9761;10,7423;14,7010;44,0067;28,63;2.015;943.624.463;754.0;3.644,66;11.677.573,58;3.668;126,5502;4,7327;5,0800
2017-08-25;IRF-M;10.561,089829000000;0,0477;0,7041;11,5211;17,6922;39,6006;36,44;581.0;1.200.886.725;329.0;11.840,65;10.701.730,46;890.0;9,8180;8,6304;9,1845
2017-08-25;IMA-C;5.256,463276000000;0,1130;0,9574;7,6027;5,4030;37,4770;2,93;1.6780000000000002;96.458.539;2.0;5,53;31.973,08;2.697;64,7103;4,8323;4,9488
2017-08-25;IMA-GERAL ex-C;4.632,399184000000;0,0277;0,7732;9,9795;15,0704;37,3023;97,07;813.0;3.199.415.464;1.359;15.851,15;25.688.773,38;1.416;41,0094;--;--
2017-08-25;IMA-B 5;5.044,640174000000;0,0472;0,8265;9,3701;13,2399;33,9196;12,08;732.0;398.262.973;488.0;3.038,88;9.700.358,47;1.081;12,5413;4,1651;4,3879
2017-08-28;IMA-S;4.037,478101000000;0,0349;0,7001;7,4188;12,2463;27,8753;32,00;1.0;1.055.272.079;247;91,14;824.839,64;1.0;0,0000;--;--
2017-08-28;IMA-C;5.267,180183000000;0,2039;1,1632;7,8221;5,9313;36,7676;2,93;1.6780000000000002;96.655.199;--;--;--;2.694;64,7661;4,8025;4,9205
2017-08-28;IMA-GERAL;4.661,165633000000;0,0413;0,8202;9,9397;15,0310;36,8479;100,00;837.0;3.297.236.442;1.081;15.285,28;19.030.636,56;1.4509999999999998;41,6262;--;--
2017-08-28;IMA-B;5.397,240743000000;0,0342;1,0107;10,7802;15,3499;43,5246;28,63;2.012;943.947.383;525;2.056,92;6.606.163,44;3.6630000000000003;126,2894;4,7281;5,0801
2017-08-28;IMA-GERAL ex-C;4.634,087102000000;0,0364;0,8099;10,0196;15,4018;36,8201;97,07;812.0;3.200.581.243;1.081;15.285,28;19.030.636,56;1.4140000000000001;40,9274;--;--
2017-08-28;IMA-B 5;5.048,177842000000;0,0701;0,8972;9,4468;13,6036;33,7319;12,09;731.0;398.542.264;301;1.412,98;4.491.301,04;1.078;12,5233;4,1566;4,3753
2017-08-28;IRF-M 1;9.562,480508000000;0,0394;0,7886;8,2082;13,2012;29,8522;9,37;111.0;308.789.862;37;1.986,06;1.917.492,72;165.0;0,6092;7,8989;7,7015
2017-08-28;IMA-B 5+;6.284,538081000000;0,0080;1,0491;11,5866;16,4006;49,9030;16,54;2.948;545.405.119;224;643,94;2.114.862,39;5.553;209,4214;5,1458;5,2079
2017-08-28;IRF-M;10.565,267664000000;0,0396;0,7440;11,5652;18,0407;38,9314;36,44;580.0;1.201.361.781;309;13.137,22;11.599.633,48;887.0;9,8062;8,6265;9,1826
2017-08-28;IRF-M 1+;11.458,886917000000;0,0396;0,7287;12,7912;19,9940;43,9518;27,07;742.0;892.571.919;272;11.151,16;9.682.140,76;1.137;12,9879;8,8782;9,2595
2017-08-29;IMA-S;4.038,890285000000;0,0350;0,7353;7,4564;12,2292;27,9200;32,00;1.0;1.055.641.180;193;88,39;800.208,50;1.0;0,0000;--;--
2017-08-29;IMA-C;5.268,968603000000;0,0340;1,1976;7,8587;5,6051;36,8140;2,93;1.6769999999999998;96.688.018;--;--;--;2.693;64,7117;4,7991;4,9188
2017-08-29;IMA-B 5+;6.284,044641000000;-0,0079;1,0412;11,5778;15,7882;49,8912;16,53;2.946;545.362.295;134;579,61;1.907.406,32;5.551;209,1791;5,1487;5,2119
2017-08-29;IMA-GERAL ex-C;4.635,745874000000;0,0358;0,8460;10,0590;15,2041;36,8691;97,07;810.0;3.201.726.891;967;12.770,51;18.174.780,02;1.412;40,8604;--;--
2017-08-29;IMA-B;5.397,792634000000;0,0102;1,0210;10,7915;14,9218;43,5392;28,62;2.01;944.043.905;503;2.492,22;8.037.967,97;3.662;126,1178;4,7282;5,0835
2017-08-29;IMA-B 5;5.049,942884000000;0,0350;0,9324;9,4851;13,5264;33,7787;12,09;730.0;398.681.610;369;1.912,61;6.130.561,65;1.077;12,4972;4,1528;4,3752
2017-08-29;IMA-GERAL;4.662,831583000000;0,0357;0,8562;9,9790;14,8276;36,8968;100,00;836.0;3.298.414.909;967;12.770,51;18.174.780,02;1.45;41,5595;--;--
2017-08-29;IRF-M;10.571,248078000000;0,0566;0,8010;11,6284;17,8871;39,0101;36,44;579.0;1.202.041.806;271;10.189,90;9.336.603,56;886.0;9,7858;8,6018;9,1721
2017-08-29;IRF-M 1+;11.465,676759000000;0,0593;0,7884;12,8580;19,7586;44,0371;27,08;741.0;893.100.803;206;4.432,54;3.701.313,91;1.135;12,9622;8,8594;9,2504
2017-08-29;IRF-M 1;9.567,160968000000;0,0489;0,8380;8,2611;13,2042;29,9158;9,37;110.0;308.941.002;65;5.757,36;5.635.289,65;164.0;0,6033;7,8571;7,6535
2017-08-30;IMA-B 5+;6.278,715914000000;-0,0848;0,9555;11,4832;16,2185;49,7641;16,51;2.9410000000000003;544.899.840;195;307,15;1.002.893,22;5.546;208,5221;5,1539;5,2227
2017-08-30;IMA-B 5;5.055,983096000000;0,1196;1,0532;9,6160;13,7887;33,9387;12,10;729.0;399.158.471;415;2.681,04;8.521.168,71;1.0759999999999998;12,4822;4,1161;4,3447
2017-08-30;IRF-M;10.579,248586000000;0,0757;0,8773;11,7129;18,0406;39,1153;36,46;578.0;1.202.951.532;227;8.792,84;8.229.580,27;885.0;9,7712;8,5796;9,1528
2017-08-30;IMA-B;5.397,875005000000;0,0015;1,0226;10,7932;15,3173;43,5414;28,61;2.006;944.058.312;610;2.988,19;9.524.061,93;3.656;125,6343;4,7152;5,0877
2017-08-30;IMA-C;5.272,873543000000;0,0741;1,2726;7,9386;5,8009;36,9154;2,93;1.676;96.759.675;--;--;--;2.6919999999999997;64,7049;4,7920;4,9103
2017-08-30;IRF-M 1+;11.475,945613000000;0,0896;0,8787;12,9591;19,9964;44,1661;27,09;740.0;893.900.680;182;4.599,92;4.149.339,89;1.1340000000000001;12,9429;8,8355;9,2302
2017-08-30;IRF-M 1;9.570,562767000000;0,0356;0,8738;8,2996;13,1804;29,9620;9,37;109.0;309.050.852;45;4.192,92;4.080.240,38;163.0;0,5971;7,8394;7,6379
2017-08-30;IMA-GERAL;4.664,761629000000;0,0414;0,8980;10,0245;15,0044;36,9535;100,00;834.0;3.299.780.193;1.091;11.874,69;18.601.926,51;1.4480000000000002;41,4031;--;--
2017-08-30;IMA-S;4.040,303973000000;0,0350;0,7706;7,4940;12,2105;27,9648;32,00;1.0;1.056.010.675;254;93,66;848.284,32;1.0;0,0000;--;--
2017-08-30;IMA-GERAL ex-C;4.637,618903000000;0,0404;0,8867;10,1034;15,3804;36,9244;97,07;809.0;3.203.020.518;1.091;11.874,69;18.601.926,51;1.41;40,6992;--;--
2017-08-31;IMA-S;4.041,711657000000;0,0348;0,8057;7,5314;12,1913;27,9422;31,96;1.0;1.056.378.600;229;133,21;1.206.896,70;1.0;0,0000;--;--
2017-08-31;IMA-GERAL;4.672,780631000000;0,1719;1,0714;10,2137;15,0341;37,7879;100,00;836.0;3.305.452.711;985;12.685,55;18.057.147,54;1.45;41,6199;--;--
2017-08-31;IMA-GERAL ex-C;4.645,593334000000;0,1720;1,0602;10,2927;15,4045;37,7493;97,07;811.0;3.208.528.144;985;12.685,55;18.057.147,54;1.413;40,9224;--;--
2017-08-31;IMA-C;5.281,859300000000;0,1704;1,4452;8,1226;5,9499;37,9812;2,93;1.676;96.924.568;--;--;--;2.6910000000000003;64,7104;4,7626;4,8872
2017-08-31;IRF-M 1;9.573,169082000000;0,0272;0,9013;8,3291;13,1522;29,9822;9,35;108.0;309.135.015;51;4.662,09;4.546.112,56;162.0;0,5906;7,8364;7,6429
2017-08-31;IMA-B 5+;6.304,033006000000;0,4032;1,3626;11,9327;16,4533;51,7700;16,55;2.946;547.096.990;189;372,51;1.229.980,94;5.547999999999999;209,2951;5,1196;5,1901
2017-08-31;IMA-B 5;5.066,061728000000;0,1993;1,2546;9,8345;13,9057;34,5289;12,10;729.0;399.954.157;382;2.018,46;6.412.932,78;1.0759999999999998;12,4800;4,0583;4,2856
2017-08-31;IRF-M;10.598,128995000000;0,1785;1,0573;11,9122;18,0006;40,0930;36,46;578.0;1.205.098.397;185;10.161,36;9.207.337,12;885.0;9,7954;8,5372;9,0859
2017-08-31;IRF-M 1+;11.502,426697000000;0,2308;1,1114;13,2198;19,9243;45,8051;27,11;740.0;895.963.382;134;5.499,27;4.661.224,57;1.1340000000000001;12,9713;8,7789;9,1588
2017-08-31;IMA-B;5.414,987242000000;0,3170;1,3428;11,1444;15,4908;44,9491;28,65;2.01;947.051.147;571;2.390,98;7.642.913,72;3.659;126,1771;4,6714;5,0516
2017-09-01;IRF-M 1;9.575,895097000000;0,0285;0,0285;8,3600;13,0943;29,9841;9,35;107.0;309.223.043;39;944,20;904.799,71;161.0;0,5842;7,8286;7,6447
2017-09-01;IMA-GERAL;4.672,766392000000;-0,0003;-0,0003;10,2133;14,8072;38,2946;100,00;835.0;3.305.442.639;1.097;11.061,40;15.890.252,48;1.45;41,5934;--;--
2017-09-01;IRF-M;10.594,360136000000;-0,0356;-0,0356;11,8724;17,6509;40,5584;36,45;577.0;1.204.669.845;285;8.656,11;7.309.629,31;884.0;9,7612;8,5604;9,1188
2017-09-01;IRF-M 1+;11.495,794820000000;-0,0577;-0,0577;13,1545;19,4365;46,6692;27,09;739.0;895.446.802;246;7.711,91;6.404.829,60;1.133;12,9303;8,8131;9,1928
2017-09-01;IMA-B 5;5.066,080818000000;0,0004;0,0004;9,8349;13,5676;34,6487;12,10;728.0;399.955.664;343;1.752,69;5.593.444,53;1.075;12,4525;4,0740;4,2979
2017-09-01;IMA-S;4.043,122186000000;0,0349;0,0349;7,5690;12,1719;27,9195;31,97;1.0;1.056.747.268;245;145,61;1.319.648,77;1.0;0,0000;--;--
2017-09-01;IMA-B;5.414,884121000000;-0,0019;-0,0019;11,1423;15,1871;45,8982;28,65;2.009;947.033.111;567;2.259,69;7.260.974,40;3.659;126,1329;4,6818;5,0568
2017-09-01;IMA-C;5.285,556555000000;0,0700;0,0700;8,1983;5,8873;38,9753;2,93;1.675;96.992.414;--;--;--;2.69;64,6825;4,7540;4,8798
2017-09-01;IMA-GERAL ex-C;4.645,480517000000;-0,0024;-0,0024;10,2901;15,1712;38,2373;97,07;810.0;3.208.450.225;1.097;11.061,40;15.890.252,48;1.412;40,8955;--;--
2017-09-01;IMA-B 5+;6.303,807823000000;-0,0036;-0,0036;11,9287;16,1658;53,3214;16,55;2.946;547.077.448;224;507,00;1.667.529,86;5.547999999999999;209,2419;5,1262;5,1939
2017-09-04;IMA-B 5+;6.313,133202000000;0,1479;0,1444;12,0943;15,8861;59,4529;16,48;2.946;547.886.753;241;931,69;3.079.023,05;5.545;209,4124;5,1160;5,1841
2017-09-04;IRF-M 1;9.579,188477000000;0,0344;0,0629;8,3972;13,0695;29,9523;9,40;107.0;312.583.006;26;1.742,14;1.703.049,39;159.0;0,5798;7,8029;7,6306
2017-09-04;IRF-M 1+;11.504,028533000000;0,0716;0,0139;13,2355;19,2293;48,8190;27,96;741.0;929.506.123;181;9.921,36;8.777.903,10;1.1340000000000001;12,9559;8,8145;9,1839
2017-09-04;IRF-M;10.600,955283000000;0,0623;0,0267;11,9421;17,5068;41,7434;37,36;581.0;1.242.089.129;207;11.663,50;10.480.952,49;889.0;9,8414;8,5599;9,1121
2017-09-04;IMA-B 5;5.068,503263000000;0,0478;0,0482;9,8875;13,4820;35,2379;12,04;727.0;400.146.910;462;1.000,50;3.193.331,71;1.072;12,4320;4,0745;4,2931
2017-09-04;IMA-C;5.289,882524000000;0,0818;0,1519;8,2868;5,7933;41,8650;2,90;1.672;96.561.137;--;--;--;2.6830000000000003;64,5149;4,7423;4,8713
2017-09-04;IMA-GERAL;4.675,881816000000;0,0667;0,0664;10,2868;14,6756;39,9234;100,00;839.0;3.324.681.119;1.080;13.690,95;17.616.984,92;1.453;41,5566;--;--
2017-09-04;IMA-GERAL ex-C;4.648,556668000000;0,0662;0,0638;10,3631;15,0381;39,8161;97,10;814.0;3.228.119.981;1.080;13.690,95;17.616.984,92;1.416;40,8698;--;--
2017-09-04;IMA-S;4.044,536207000000;0,0350;0,0699;7,6066;12,1541;27,7627;31,22;1.0;1.037.997.189;170;95,27;863.677,68;1.0;0,0000;--;--
2017-09-04;IMA-B;5.420,605011000000;0,1057;0,1037;11,2597;14,9620;49,6400;28,52;2.01;948.033.663;703;1.932,19;6.272.354,76;3.657;126,2708;4,6764;5,0480
2017-09-05;IMA-B 5+;6.354,840729000000;0,6606;0,8060;12,8348;16,7492;60,5064;16,55;2.958;551.506.350;188;699,65;2.287.573,36;5.5520000000000005;211,1062;5,0648;5,1289
2017-09-05;IMA-B;5.442,521328000000;0,4043;0,5085;11,7096;15,4869;50,2450;28,57;2.019;951.866.705;609;2.201,02;7.078.652,67;3.667;127,5371;4,6521;5,0015
2017-09-05;IMA-S;4.045,947454000000;0,0349;0,1048;7,6441;12,1360;27,8073;31,16;1.0;1.038.359.374;183;153,13;1.388.817,29;1.0;0,0000;--;--
2017-09-05;IRF-M;10.624,746602000000;0,2244;0,2512;12,1933;17,8130;42,0615;37,36;582.0;1.244.876.702;187;6.435,02;6.044.880,39;889.0;9,8730;8,4964;9,0240
2017-09-05;IMA-GERAL ex-C;4.658,612038000000;0,2163;0,2802;10,6018;15,3053;40,1185;97,10;818.0;3.235.102.781;979;8.789,16;14.512.350,35;1.421;41,3245;--;--
2017-09-05;IMA-GERAL;4.685,944801000000;0,2152;0,2817;10,5242;14,9477;40,2245;100,00;843.0;3.331.836.179;979;8.789,16;14.512.350,35;1.4580000000000002;41,9994;--;--
2017-09-05;IRF-M 1+;11.537,160301000000;0,2880;0,3020;13,5616;19,6655;49,2476;27,98;741.0;932.183.114;137;3.611,59;3.249.576,13;1.1340000000000001;12,9923;8,7373;9,0915
2017-09-05;IRF-M 1;9.582,577294000000;0,0354;0,0983;8,4356;13,0506;29,9983;9,39;106.0;312.693.588;50;2.823,43;2.795.304,26;158.0;0,5737;7,7783;7,6147
2017-09-05;IMA-B 5;5.071,206879000000;0,0533;0,1016;9,9461;13,5289;35,3101;12,02;726.0;400.360.355;421;1.501,37;4.791.079,31;1.071;12,4185;4,0835;4,2864
2017-09-05;IMA-C;5.299,319401000000;0,1784;0,3306;8,4800;6,1634;42,1181;2,90;1.672;96.733.397;--;--;--;2.6830000000000003;64,5716;4,7217;4,8485
2017-09-06;IMA-GERAL;4.696,929966000000;0,2344;0,5168;10,7833;15,0999;40,5533;100,00;846.0;3.339.646.935;1.267;14.431,11;22.661.347,42;1.4609999999999999;42,3461;--;--
2017-09-06;IMA-S;4.047,359149000000;0,0349;0,1397;7,6817;12,1173;27,8518;31,10;1.0;1.038.721.674;236;209,93;1.904.483,04;1.0;0,0000;--;--
2017-09-06;IMA-GERAL ex-C;4.669,469758000000;0,2331;0,5140;10,8596;15,4579;40,4451;97,10;821.0;3.242.642.761;1.267;14.431,11;22.661.347,42;1.425;41,6777;--;--
2017-09-06;IMA-B;5.461,678465000000;0,3520;0,8623;12,1028;15,7783;50,7739;28,60;2.0269999999999997;955.217.182;712;3.357,51;10.796.369,16;3.673;128,5319;4,5831;4,9426
2017-09-06;IMA-B 5+;6.388,174226000000;0,5245;1,3347;13,4267;17,2469;61,3483;16,60;2.968;554.399.206;221;557,55;1.848.453,13;5.555;212,4774;5,0074;5,0729
2017-09-06;IMA-B 5;5.077,003389000000;0,1143;0,2160;10,0717;13,5422;35,4647;12,00;726.0;400.817.976;491;2.799,96;8.947.916,03;1.07;12,4211;3,9962;4,2052
2017-09-06;IRF-M 1;9.589,298760000000;0,0701;0,1685;8,5117;13,0694;30,0895;9,37;105.0;312.912.920;47;1.615,15;1.566.773,43;157.0;0,5686;7,6856;7,5087
2017-09-06;IRF-M 1+;11.581,813106000000;0,3870;0,6902;14,0012;19,9188;49,8253;28,02;741.0;935.790.985;272;9.248,53;8.393.721,79;1.1340000000000001;13,0285;8,5979;8,9623
2017-09-06;IRF-M;10.657,410928000000;0,3074;0,5594;12,5382;18,0146;42,4983;37,39;582.0;1.248.703.905;319;10.863,68;9.960.495,21;889.0;9,9062;8,3693;8,8967
2017-09-06;IMA-C;5.314,153268000000;0,2799;0,6114;8,7836;6,3187;42,5159;2,90;1.6740000000000002;97.004.174;--;--;--;2.6830000000000003;64,6917;4,6850;4,8099
2017-09-08;IRF-M 1;9.593,575296000000;0,0446;0,2132;8,5600;13,0564;30,0403;9,36;104.0;313.052.469;47;3.589,44;3.530.954,64;155.0;0,5629;7,6479;7,4673
2017-09-08;IRF-M 1+;11.600,130305000000;0,1582;0,8494;14,1815;20,1003;49,2653;28,01;741.0;937.270.984;259;12.675,06;10.565.086,10;1.133;13,0420;8,5606;8,9173
2017-09-08;IRF-M;10.671,233416000000;0,1297;0,6898;12,6842;18,1410;42,1949;37,37;581.0;1.250.323.453;306;16.264,50;14.096.040,74;888.0;9,9175;8,3321;8,8525
2017-09-08;IMA-B 5;5.082,473025000000;0,1077;0,3239;10,1903;13,6789;35,0534;11,99;725.0;401.249.792;369;3.053,99;9.758.329,03;1.069;12,4090;3,9703;4,1754
2017-09-08;IMA-B 5+;6.430,374242000000;0,6606;2,0041;14,1760;18,3406;60,0684;16,68;2.9789999999999996;558.061.544;318;960,97;3.180.085,75;5.559;214,0583;4,9533;5,0173
2017-09-08;IMA-B;5.485,087751000000;0,4286;1,2946;12,5833;16,4899;49,8582;28,67;2.036;959.311.336;687;4.014,96;12.938.414,78;3.681;129,7147;4,5422;4,8920
2017-09-08;IMA-C;5.329,724186000000;0,2930;0,9062;9,1024;6,6999;41,8246;2,91;1.675;97.288.404;--;--;--;2.6830000000000003;64,8229;4,6465;4,7692
2017-09-08;IMA-S;4.048,775563000000;0,0350;0,1748;7,7194;12,0970;27,8288;31,05;1.0;1.039.085.185;497;917,69;8.329.632,99;1.0;0,0000;--;--
2017-09-08;IMA-GERAL ex-C;4.678,221066000000;0,1874;0,7023;11,0674;15,7113;40,0233;97,09;825.0;3.248.719.974;1.490;21.197,15;35.364.088,51;1.429;42,1202;--;--
2017-09-08;IMA-GERAL;4.705,876797000000;0,1905;0,7083;10,9943;15,3576;40,1199;100,00;850.0;3.346.008.378;1.490;21.197,15;35.364.088,51;1.466;42,7803;--;--
2017-09-11;IMA-B;5.478,904311000000;-0,1127;1,1804;12,4563;17,0257;49,4097;28,66;2.0340000000000003;958.229.886;673;2.749,87;8.896.832,60;3.678;129,5168;4,5716;4,9101
2017-09-11;IRF-M 1;9.595,864053000000;0,0239;0,2371;8,5859;13,0388;29,9048;9,37;103.0;313.127.155;49;3.577,97;3.472.979,57;152.0;0,5564;7,6561;7,4797
2017-09-11;IMA-S;4.050,048195000000;0,0314;0,2063;7,7532;12,0739;27,6673;31,09;1.0;1.039.411.796;287;45,26;410.917,71;1.0;0,0000;--;--
2017-09-11;IRF-M;10.655,735432000000;-0,1452;0,5436;12,5205;18,3476;42,4534;37,34;579.0;1.248.507.591;182;6.114,65;5.733.124,41;884.0;9,8539;8,3940;8,9358
2017-09-11;IMA-GERAL;4.702,443772000000;-0,0730;0,6348;10,9133;15,6111;40,0731;100,00;848.0;3.343.567.403;1.142;8.909,78;15.040.874,72;1.463;42,6876;--;--
2017-09-11;IMA-GERAL ex-C;4.674,519205000000;-0,0791;0,6227;10,9795;15,9549;39,9970;97,09;824.0;3.246.149.273;1.142;8.909,78;15.040.874,72;1.426;42,0220;--;--
2017-09-11;IRF-M 1+;11.576,731946000000;-0,2017;0,6460;13,9512;20,4462;49,9493;27,98;739.0;935.380.436;133;2.536,68;2.260.144,84;1.129;12,9664;8,6410;9,0036
2017-09-11;IMA-C;5.336,830912000000;0,1333;1,0408;9,2479;7,2350;41,3344;2,91;1.675;97.418.130;--;--;--;2.68;64,8672;4,6357;4,7535
2017-09-11;IMA-B 5+;6.423,802295000000;-0,1022;1,8999;14,0593;19,1181;59,7202;16,67;2.9760000000000004;557.491.196;292;620,92;2.093.657,37;5.556;213,7311;4,9685;5,0289
2017-09-11;IMA-B 5;5.075,999107000000;-0,1274;0,1962;10,0500;13,7585;34,4851;11,99;723.0;400.738.690;381;2.128,96;6.803.175,23;1.065;12,3614;4,0195;4,2304
2017-09-12;IMA-C;5.332,028823000000;-0,0900;0,9498;9,1496;6,9552;41,2072;2,91;1.673;97.330.473;--;--;--;2.679;64,7138;4,6635;4,7802
2017-09-12;IMA-B 5;5.071,588527000000;-0,0869;0,1091;9,9543;13,5161;34,3682;11,98;722.0;400.390.485;248;1.570,54;5.008.640,13;1.064;12,3155;4,0470;4,2708
2017-09-12;IMA-B;5.469,076644000000;-0,1794;0,9989;12,2546;16,5120;49,1417;28,62;2.03;956.511.082;517;2.318,71;7.512.261,37;3.675;129,1338;4,6001;4,9368
2017-09-12;IMA-B 5+;6.408,009298000000;-0,2459;1,6494;13,7789;18,4374;59,3275;16,64;2.972;556.120.597;269;748,16;2.503.621,24;5.556;213,2395;4,9983;5,0532
2017-09-12;IRF-M 1;9.599,964180000000;0,0427;0,2799;8,6323;13,0263;29,9603;9,37;102.0;313.260.948;83;9.675,01;9.520.744,52;151.0;0,5506;7,6305;7,4422
2017-09-12;IRF-M 1+;11.571,297617000000;-0,0469;0,5988;13,8977;20,0521;49,8789;27,98;737.0;934.941.351;170;4.041,68;3.749.906,34;1.127;12,9139;8,6544;9,0331
2017-09-12;IMA-S;4.051,317975000000;0,0314;0,2377;7,7870;12,0511;27,7073;31,11;1.0;1.039.737.675;341;227,02;2.062.063,51;1.0;0,0000;--;--
2017-09-12;IMA-GERAL ex-C;4.672,073739000000;-0,0523;0,5700;10,9214;15,6871;39,9238;97,09;821.0;3.244.451.056;1.111;16.262,41;22.844.975,74;1.423;41,8450;--;--
2017-09-12;IMA-GERAL;4.699,932092000000;-0,0534;0,5811;10,8541;15,3432;39,9983;100,00;846.0;3.341.781.529;1.111;16.262,41;22.844.975,74;1.46;42,5111;--;--
2017-09-12;IRF-M;10.653,129837000000;-0,0245;0,5190;12,4930;18,0728;42,4186;37,35;578.0;1.248.202.299;253;13.716,69;13.270.650,86;882.0;9,8111;8,3974;8,9627
2017-09-13;IMA-C;5.335,452310000000;0,0642;1,0147;9,2197;7,9446;41,2979;2,91;1.672;97.392.965;--;--;--;2.678;64,6815;4,6603;4,7765
2017-09-13;IMA-GERAL ex-C;4.673,734302000000;0,0355;0,6058;10,9609;16,1223;39,9735;97,09;820.0;3.245.604.209;1.077;18.069,67;25.299.621,80;1.422;41,8120;--;--
2017-09-13;IMA-GERAL;4.701,641794000000;0,0364;0,6176;10,8944;15,8016;40,0492;100,00;845.0;3.342.997.174;1.077;18.069,67;25.299.621,80;1.459;42,4783;--;--
2017-09-13;IMA-S;4.052,590851000000;0,0314;0,2692;7,8209;12,0276;27,7474;31,11;1.0;1.040.064.348;199;222,41;2.020.647,61;1.0;0,0000;--;--
2017-09-13;IRF-M 1;9.603,453895000000;0,0364;0,3164;8,6718;13,0262;30,0076;9,37;101.0;313.374.822;95;5.392,45;5.276.769,94;150.0;0,5447;7,6145;7,4211
2017-09-13;IRF-M 1+;11.578,569705000000;0,0628;0,6620;13,9692;20,7987;49,9731;27,98;736.0;935.528.924;168;9.246,12;7.640.204,88;1.126;12,8903;8,6353;9,0224
2017-09-13;IRF-M;10.659,116531000000;0,0562;0,5755;12,5563;18,5730;42,4986;37,36;577.0;1.248.903.746;263;14.638,57;12.916.974,82;881.0;9,7925;8,3791;8,9522
2017-09-13;IMA-B 5;5.072,571381000000;0,0194;0,1285;9,9756;13,7026;34,3943;11,98;721.0;400.468.079;346;2.750,74;8.809.595,83;1.063;12,2872;4,0437;4,2729
2017-09-13;IMA-B 5+;6.408,555925000000;0,0085;1,6580;13,7886;19,5689;59,3411;16,64;2.971;556.168.036;269;457,94;1.552.403,54;5.555;213,1635;5,0011;5,0550
2017-09-13;IMA-B;5.469,791551000000;0,0131;1,0121;12,2693;17,3191;49,1611;28,62;2.029;956.636.115;615;3.208,68;10.361.999,37;3.674;129,0724;4,6003;4,9387
2017-09-14;IMA-GERAL ex-C;4.679,509030000000;0,1236;0,7301;11,0980;16,1918;39,4754;97,09;820.0;3.249.614.382;882;13.057,08;17.514.128,79;1.422;41,8264;--;--
2017-09-14;IMA-S;4.053,859541000000;0,0313;0,3006;7,8546;12,0041;27,7205;31,08;1.0;1.040.389.947;196;165,94;1.508.043,09;1.0;0,0000;--;--
2017-09-14;IMA-GERAL;4.707,381616000000;0,1221;0,7405;11,0298;15,8727;39,5262;100,00;845.0;3.347.078.346;882;13.057,08;17.514.128,79;1.459;42,4906;--;--
2017-09-14;IRF-M 1+;11.610,280539000000;0,2739;0,9377;14,2814;20,9376;49,6381;28,03;736.0;938.091.106;145;6.374,18;5.558.351,33;1.126;12,9218;8,5545;8,9345
2017-09-14;IMA-C;5.339,341853000000;0,0729;1,0883;9,2993;8,0388;40,1345;2,91;1.671;97.463.964;--;--;--;2.677;64,6354;4,6524;4,7713
2017-09-14;IRF-M 1;9.607,783005000000;0,0451;0,3616;8,7208;13,0106;29,9301;9,37;100.0;313.516.088;132;4.704,07;4.602.951,24;149.0;0,5390;7,5841;7,3759
2017-09-14;IMA-B 5+;6.414,384933000000;0,0910;1,7505;13,8921;19,7458;57,1663;16,63;2.972;556.673.908;183;272,86;918.453,17;5.555;213,2417;4,9941;5,0495
2017-09-14;IMA-B 5;5.078,591240000000;0,1187;0,2473;10,1062;13,7421;34,0777;11,98;720.0;400.943.333;226;1.540,04;4.926.329,95;1.062;12,2778;4,0159;4,2390
2017-09-14;IRF-M;10.682,189854000000;0,2165;0,7932;12,7999;18,6794;42,3347;37,39;577.0;1.251.607.193;277;11.078,24;10.161.302,57;881.0;9,8201;8,3114;8,8669
2017-09-14;IMA-B;5.475,401370000000;0,1026;1,1157;12,3845;17,4511;47,7952;28,61;2.029;957.617.242;409;1.812,89;5.844.783,12;3.674;129,1004;4,5845;4,9290
2017-09-15;IRF-M 1;9.611,199427000000;0,0356;0,3973;8,7595;12,9824;29,9188;9,37;99.0;313.627.571;63.0;5.262,68;5.147.198,24;148.0;0,5331;7,5725;7,3559
